city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,17,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Funded Startup,2,14,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,62,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,17,1.0
city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Public Sector,>4,56,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,8,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Public Sector,2,141,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,9,1.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,18,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,18,1.0
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,45,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,50-99,Pvt Ltd,1,64,1.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,never,15,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Early Stage Startup,1,244,1.0
city_126,0.479,Male,Has relevent experience,Full time course,Graduate,STEM,>20,<10,Public Sector,>4,19,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,20,1.0
city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,162,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,258,1.0
city_152,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Funded Startup,4,17,1.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Early Stage Startup,>4,25,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,24,1.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,3,44,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,4,56,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,29,1.0
city_13,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,77,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,17,<10,Pvt Ltd,1,24,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,3,56,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,29,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,46,1.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,10,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,21,1.0
city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,146,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,2,50-99,Pvt Ltd,2,36,1.0
city_158,0.7659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,never,19,1.0
city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,98,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,2,54,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,1,13,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,100,1.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,1,138,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,10000+,Public Sector,>4,6,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,29,1.0
city_175,0.7759999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,13,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,1.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,134,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,100-500,Pvt Ltd,>4,172,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,112,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,<1,10000+,Pvt Ltd,never,214,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,High School,STEM,3,10/49,Early Stage Startup,never,118,1.0
city_21,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,1,5000-9999,NGO,never,10,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,NGO,4,80,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,16,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,3,6,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,<1,500-999,Pvt Ltd,never,29,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,48,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,78,1.0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,1,100-500,Pvt Ltd,never,99,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,51,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,100,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,56,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,7,1.0
city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,NGO,3,69,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,25,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,192,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,13,50-99,Pvt Ltd,1,24,1.0
city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,92,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102,1.0
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,62,1.0
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,41,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,100-500,Pvt Ltd,1,42,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,72,1.0
city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,65,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,7,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Other,1,70,1.0
city_33,0.4479999999999999,Male,No relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,never,86,1.0
city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,22,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,4,109,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,94,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,>4,36,1.0
city_59,0.775,Male,No relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,46,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,never,3,1.0
city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,106,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,22,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,48,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,22,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,6,1.0
city_57,0.866,Female,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,never,40,1.0
city_90,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,<10,Pvt Ltd,never,108,1.0
city_73,0.754,Male,No relevent experience,no_enrollment,High School,STEM,4,<10,Early Stage Startup,4,94,1.0
city_84,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,96,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,50,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,<1,1000-4999,Pvt Ltd,never,50,1.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,78,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,never,50,1.0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Other,<1,5000-9999,Pvt Ltd,2,50,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Early Stage Startup,2,57,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,50,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,34,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,STEM,<1,1000-4999,Pvt Ltd,never,150,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,77,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,302,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,6,1.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,57,1.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,never,92,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,34,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,92,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,7,1.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,2,45,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,157,1.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,54,1.0
city_155,0.556,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,290,1.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,1,156,1.0
city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,134,1.0
city_83,0.923,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,24,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,92,1.0
city_74,0.579,Male,No relevent experience,Part time course,Graduate,STEM,3,1000-4999,NGO,never,47,1.0
city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,NGO,1,120,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,20,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,4,10000+,Pvt Ltd,3,178,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,NGO,1,6,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,28,1.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Funded Startup,1,86,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Other,>20,1000-4999,Pvt Ltd,>4,200,1.0
city_150,0.698,Female,Has relevent experience,Part time course,Graduate,STEM,<1,5000-9999,Public Sector,1,8,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Humanities,5,50-99,Pvt Ltd,1,22,1.0
city_54,0.856,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,214,1.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,1,96,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,40,1.0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,2,34,1.0
city_46,0.762,Female,No relevent experience,Full time course,Graduate,STEM,3,50-99,NGO,>4,122,1.0
city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,NGO,never,168,1.0
city_134,0.698,Male,Has relevent experience,no_enrollment,High School,STEM,12,50-99,Funded Startup,1,48,1.0
city_128,0.527,Male,No relevent experience,Full time course,High School,STEM,4,10/49,Pvt Ltd,1,14,1.0
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,2,328,1.0
city_64,0.6659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,38,1.0
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,never,102,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,144,1.0
city_149,0.6890000000000001,Male,No relevent experience,Part time course,Primary School,STEM,2,50-99,Pvt Ltd,never,20,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,64,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,43,1.0
city_33,0.4479999999999999,Male,Has relevent experience,Part time course,Masters,STEM,6,<10,Pvt Ltd,1,18,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,12,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,3,52,1.0
city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,>4,19,1.0
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,7,<10,Pvt Ltd,never,33,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,41,1.0
city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,12,<10,Early Stage Startup,4,91,1.0
city_160,0.92,Female,No relevent experience,Full time course,High School,STEM,9,50-99,Pvt Ltd,1,105,1.0
city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,29,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Public Sector,never,36,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,<1,10/49,NGO,never,61,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,89,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,11,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,1,10000+,Pvt Ltd,never,48,1.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,46,1.0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,15,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,never,84,1.0
city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,21,1.0
city_136,0.897,Other,No relevent experience,Part time course,Graduate,STEM,1,50-99,Funded Startup,1,45,1.0
city_73,0.754,Male,No relevent experience,Full time course,High School,STEM,4,100-500,NGO,4,43,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,32,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,60,1.0
city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,never,42,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,never,25,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,47,1.0
city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,never,30,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,106,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,178,1.0
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,74,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Business Degree,11,10/49,Public Sector,1,17,1.0
city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,3,15,1.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,3,26,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,102,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,8,1.0
city_76,0.698,Male,No relevent experience,Full time course,Graduate,STEM,7,<10,Pvt Ltd,2,54,1.0
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,83,1.0
city_142,0.727,Male,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,1,40,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,Arts,<1,100-500,Funded Startup,never,56,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Early Stage Startup,1,26,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,192,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,92,1.0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,9,5000-9999,Public Sector,>4,155,1.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,2,46,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,1.0
city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,2,16,1.0
city_103,0.92,Male,No relevent experience,Part time course,High School,STEM,2,1000-4999,Pvt Ltd,1,47,1.0
city_50,0.8959999999999999,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,never,36,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,never,50,1.0
city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,3,258,1.0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,128,1.0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,never,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,5000-9999,Pvt Ltd,1,51,1.0
city_126,0.479,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,>4,79,1.0
city_59,0.775,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,14,1.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,4,50,1.0
city_123,0.738,Male,No relevent experience,Full time course,Masters,Other,4,50-99,Pvt Ltd,never,68,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Public Sector,1,112,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,12,50-99,Pvt Ltd,4,128,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,26,1.0
city_74,0.579,Male,No relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,178,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,8,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,27,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,87,1.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,1,18,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,never,21,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,107,1.0
city_26,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,2,29,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,never,42,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,3,222,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,9,10/49,Early Stage Startup,never,83,1.0
city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,never,19,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,>4,36,1.0
city_128,0.527,Male,No relevent experience,Full time course,High School,STEM,<1,100-500,NGO,2,57,1.0
city_70,0.698,Male,No relevent experience,Full time course,High School,STEM,10,10/49,Early Stage Startup,1,102,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,never,67,1.0
city_107,0.518,Male,Has relevent experience,Part time course,Masters,STEM,<1,10000+,Pvt Ltd,2,14,1.0
city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,never,70,1.0
city_101,0.5579999999999999,Male,Has relevent experience,Part time course,Masters,STEM,12,100-500,Pvt Ltd,4,35,1.0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,never,72,1.0
city_21,0.624,Male,Has relevent experience,Full time course,High School,STEM,3,10/49,Pvt Ltd,never,53,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,never,166,1.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,56,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,12,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,never,28,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,NGO,>4,26,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Funded Startup,4,14,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,never,11,1.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,13,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,5,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,222,1.0
city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,1,48,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,7,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,4,19,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,never,14,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Other,>4,48,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,88,1.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,20,1.0
city_73,0.754,Male,No relevent experience,Part time course,High School,Other,1,50-99,Pvt Ltd,1,57,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,2,33,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,86,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,150,1.0
city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,60,1.0
city_159,0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,4,44,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,32,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,80,1.0
